	Name	AGI ID	TF/Histone	P-value	Corr. p-value	GSE	Genotype	Tissue	Growth cond.	IP	COEX	COEX (Tissue)	COEX (Abiotic)	COEX (Hormone)	COEX (Biotic)	COEX (Light)	Targets	PPI	INDEX
1452	FHY2, FRE1, HY8, PHYA	AT1G09570	Protein	5.68e-16	9.29248e-13	GSE48770	PhyA-GFP phya201	seedling (4DAG)	-	ChIP	0.79796875	0.43651406249999997	0.9998890625000001	1.3910046875000002	0.7097093750000001	1.3825515625	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G64590, AT1G71870, AT1G78570, AT1G80340, AT2G17780, AT2G22420, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G49330	AT5G22130, AT2G37678, AT5G02200, AT2G46340, AT2G46340, AT2G46340, AT2G37678, AT2G37678, AT1G09530, AT5G02200, AT5G02200, AT2G37678, AT1G09570, AT1G09570, AT2G16365, AT2G40080, AT2G25930, AT2G42810, AT2G42810, AT2G42810, AT2G42810, AT2G42810, AT2G20180, AT2G20180, AT3G18140	AT1G09570.Protein.GSE48770_0.ChIP
435	H3K4me3	H3K4me3	Histone	8.14e-16	1.331704e-12	GSE101428	pEBS::EBSΔC-FLAG ebs (Col-0)	aerial tissue	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE101428_4.ChIP
1619	AtbZIP3, bZIP3	AT5G15830	TF	8.16e-16	1.3349760000000001e-12	GSE60143	Col	young leaf	-	DAP	0.7507317073170732	1.1208658536585365	1.218758536585366	0.9450804878048779	1.2957463414634147	1.4633439024390245	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30530, AT1G35560, AT1G48100, AT1G56510, AT1G64590, AT1G64780, AT1G80340, AT2G17780, AT2G26695, AT2G27420, AT2G30100, AT2G39280, AT2G39730, AT3G01060, AT3G02380, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G48420, AT3G51750, AT3G62040, AT4G00490, AT4G14540, AT4G27940, AT4G28660, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17300, AT5G17890, AT5G38410, AT5G40950	AT2G46020, AT2G28290, AT5G37780, AT5G21274, AT3G43810, AT4G14640, AT3G51920, AT2G41090	AT5G15830.TF.GSE60143_514.DAP
448	H3K4me3	H3K4me3	Histone	8.33e-16	1.362788e-12	GSE118136	WT	guard cell	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330	Not available	H3K4me3.Histone.GSE118136_3.ChIP
35	HY5, TED 5	AT5G11260	TF	9.18e-16	1.501848e-12	GSE60143	Col	young leaf	-	amp	1.4033333333333333	1.0816533333333334	1.6761244444444445	0.7281022222222221	0.9235622222222223	1.2849866666666667	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30530, AT1G35560, AT1G48100, AT1G64590, AT1G64780, AT1G80340, AT2G17695, AT2G17780, AT2G27420, AT2G32640, AT2G37040, AT2G39280, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G02380, AT3G02670, AT3G03770, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G48420, AT3G51750, AT3G53830, AT4G00490, AT4G14540, AT4G14690, AT4G27940, AT4G28660, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G17300, AT5G17890, AT5G38410, AT5G40950, AT5G49330	AT4G13040, AT4G11140, AT5G21960, AT1G09530, AT4G01120, AT3G56770, AT4G36730, AT4G25560, AT2G37678, AT1G02340, AT4G25560, AT1G02340, AT4G25560, AT3G43810, AT2G32950, AT3G43810, AT3G43810, AT1G79810, AT1G79810, AT2G32950, AT2G32950, AT2G20180, AT1G75540, AT1G75540, AT2G46830, AT2G46830, AT2G18790, AT1G75080, AT1G75080, AT1G75080, AT1G69935, AT1G69935, AT1G69935, AT4G10240, AT4G39070, AT1G08970, AT4G36590, AT1G06040, AT5G19650, AT1G75540, AT2G28710	AT5G11260.TF.GSE60143_156.amp
810	BBM	AT5G17430	TF	9.19e-16	1.5034839999999999e-12	GSE52400	pBBM::BBM-YFP (Col-0)	somatic embryo	2,4-D	ChIP	0.7875438596491228	0.9045912280701753	0.6040298245614035	0.5233192982456141	0.565459649122807	0.9773122807017544	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17780, AT2G22420, AT2G26695, AT2G27402, AT2G27420, AT2G30100, AT2G37040, AT2G39730, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G13510, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G51750, AT3G53830, AT3G62040, AT4G00490, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G40950, AT5G49330	AT1G80490, AT5G27030, AT2G46020	AT5G17430.TF.GSE52400_0.ChIP
232	H3K27me3	H3K27me3	Histone	1.35e-15	2.2086e-12	GSE122314	ein6-1 (Ler)	seedling	air	ChIP	NA	NA	NA	NA	NA	NA	AT1G01580, AT1G10370, AT1G12570, AT1G15980, AT1G19150, AT1G24147, AT1G29720, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G80340, AT2G17695, AT2G17780, AT2G22420, AT2G26695, AT2G26850, AT2G27402, AT2G27420, AT2G37040, AT2G42170, AT2G46940, AT3G01060, AT3G01550, AT3G02670, AT3G03770, AT3G10420, AT3G13510, AT3G21250, AT3G22840, AT3G28270, AT3G30460, AT3G50560, AT3G51750, AT3G53830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G17870, AT5G24660, AT5G38350, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330, AT5G58310	Not available	H3K27me3.Histone.GSE122314_1.ChIP
1158	AtLEC1, EMB 212, EMB212, LEC1, NF-YB9	AT1G21970	TF	1.36e-15	2.22496e-12	GSE109977	pLEC1::LEC1-FLAG lec1-4	developing seeds (mature stage)	-	ChIP	0.6026415094339622	0.5298792452830189	0.5587981132075472	0.5312188679245283	0.6671339622641508	0.4614037735849056	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30530, AT1G48100, AT1G49630, AT1G56510, AT1G64780, AT1G65560, AT1G80340, AT2G17780, AT2G27420, AT2G30100, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G22840, AT3G24520, AT3G30460, AT3G47070, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G27940, AT4G28660, AT5G08640, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G38410, AT5G40950, AT5G58310	AT3G48590, AT1G56170, AT1G54830, AT5G63470, AT5G50470, AT5G50480, AT5G38140, AT5G27910, AT1G08970, AT3G48590, AT1G56170, AT1G54830, AT5G63470, AT5G50480, AT1G08970, AT3G12480, AT5G38140, AT3G48590, AT1G56170, AT1G54830, AT5G63470, AT5G50490, AT5G50480, AT5G50470, AT5G27910, AT1G08970, AT3G45640, AT1G10210, AT4G01370, AT1G53170, AT1G28360, AT1G15050	AT1G21970.TF.GSE109977_0.ChIP
1117	H3K4me3	H3K4me3	Histone	1.46e-15	2.38856e-12	GSE71564	Ler	inflorescence apices	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330, AT5G58310	Not available	H3K4me3.Histone.GSE71564_3.ChIP
1172	H3K4me3	H3K4me3	Histone	1.56e-15	2.55216e-12	GSE118136	pFAMA::FAMA-LGK fama-1	guard cell	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330	Not available	H3K4me3.Histone.GSE118136_1.ChIP
630	H3K4me3	H3K4me3	Histone	1.6899999999999999e-15	2.7648399999999998e-12	GSE79259	C24	seedling (10DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE79259_1.ChIP
986	AT4G16750	AT4G16750	TF	1.82e-15	2.97752e-12	GSE60143	Col	young leaf	-	DAP	0.8813333333333333	0.7046911111111112	1.0939088888888888	0.818677777777778	0.8368133333333333	1.4244644444444448	AT1G01580, AT1G06000, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G64780, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26850, AT2G37040, AT2G39280, AT2G39730, AT2G42170, AT2G46940, AT3G01060, AT3G01550, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G19450, AT3G21250, AT3G24520, AT3G28270, AT3G30460, AT3G50560, AT3G51750, AT3G53830, AT4G14540, AT4G14690, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G24660, AT5G38820	AT1G14920, AT3G16870, AT2G47700, AT1G68320	AT4G16750.TF.GSE60143_355.DAP
1185	H3K4me3	H3K4me3	Histone	2.6e-15	4.2536e-12	GSE49090	jmj14-1ldl1-2ldl2 (Col)	leaf (21DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE49090_7.ChIP
890	ATNRPD1B, DMS5, DRD3, NRPD1B, NRPE1	AT2G40030	Protein	3.2799999999999997e-15	5.36608e-12	GSE124546	DMS3-ZF fwa/nrpd1 (Col)	inflorescence	-	ChIP	0.6658928571428572	0.8091910714285715	0.6089553571428572	0.5822124999999999	0.9126785714285715	0.39970000000000006	AT1G01580, AT1G10370, AT1G10960, AT1G12570, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G35560, AT1G48100, AT1G55910, AT1G64780, AT1G71870, AT1G78570, AT2G04790, AT2G17695, AT2G22420, AT2G26695, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G39280, AT2G39730, AT2G40020, AT2G46830, AT2G46940, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G24660, AT5G38820, AT5G49330	AT1G54250, AT2G04630, AT2G27040, AT3G49250, AT2G16390, AT5G04290, AT3G17310, AT5G43990, AT2G36490, AT4G15950	AT2G40030.Protein.GSE124546_27.ChIP
1390	H3K4me2	H3K4me2	Histone	3.4600000000000002e-15	5.660560000000001e-12	GSE49090	jmj14-1 (Col)	leaf (21DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G20450, AT5G24660, AT5G38350, AT5G38410, AT5G38820, AT5G40950, AT5G49330, AT5G58310	Not available	H3K4me2.Histone.GSE49090_1.ChIP
138	H3.3	AT4G40040	Histone	3.49e-15	5.7096399999999995e-12	GSE36629	HTR13-GFP (Col)	4-6 leaves	-	ChIP	0.5811940298507463	0.7988089552238805	0.6095626865671642	0.8671701492537314	0.6378626865671642	0.8081522388059702	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64780, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17300, AT5G17870, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G49330, AT5G58310	AT4G12080	AT4G40040.Histone.GSE36629_5.ChIP
716	H3K4me3	H3K4me3	Histone	3.5299999999999998e-15	5.775079999999999e-12	GSE75071	Col-0	leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE75071_1.ChIP
366	AGL8, FUL	AT5G60910	TF	3.7200000000000005e-15	6.085920000000001e-12	GSE108455	pFUL::FUL-GFP 35S::AP1-GR ap1-1 cal-1 (Ler/Col F2)	inflorescence-like meristem (uninduced IM)	-	ChIP	0.6943859649122807	0.8727333333333334	0.8177000000000001	0.5947789473684211	0.5022842105263158	0.4666964912280701	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30530, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G64590, AT1G64780, AT1G71870, AT1G78570, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G46830, AT2G46940, AT3G01060, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G13510, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17300, AT5G38410, AT5G49330	AT4G11880, AT2G45660, AT4G37940, AT4G24540, AT3G09250, AT3G49580, AT2G45660, AT5G15800, AT4G24540, AT1G69120, AT5G60910, AT5G60910, AT5G37780, AT4G14640, AT3G59790, AT1G19860	AT5G60910.TF.GSE108455_0.ChIP
1078	H3K4me3	H3K4me3	Histone	4.4e-15	7.1984e-12	GSE71564	35S::AP1-GR ap1 cal	inflorescence apices	2 day after induction of flower development	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G47070, AT3G48420, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330	Not available	H3K4me3.Histone.GSE71564_2.ChIP
